Customer_Text,Sentiment
dear sir we had applied for the category change of my electricity meter vide request no 8006561486 and httpcano 150947101 however the same was rejected due to no response on phone that i am assuring you to that no one called us and we recieved the false statement kindly help us to resolve my issue as soon as possible thanking you 9213045664,1
we went today at bses office karawal nagar area manager did not listen to our grievances in the attached notice dgm directed the accused to produce the noc person by 15123 failing which action will be taken still no action taken despite repeated requests by me noc person,1
no electricity in karawal nagar area ca 101431568,1
its been 8 days now when will u advise when the due date of payment comes why its taking so long,0
kindly send me a soft copy of my electricity bill to check my units ca no 153629453 mobile no 9956168677,1
last 1 hour,1
call me at 9956168677 for enquiry regarding my bill,1
means like you are listening anything of consumer you can close the case as per your technician reported right,1
have they even checked because i havent used that much electricity in september month,1
ca no 100050042 no electricity please file a complaint,0
its been pending from long time and nobody has reached out to me yet to provide a solution i want to upload docs again but link is not working,0
dear respected sir download reading is wrong due to faulty meter regards citizen reporter nbt newspaper delhi india 9811909880 thank you very much,0
thats correct but in order to upload those docs further the link they provided is not working thats the issue,1
sarcastic crewl,1
power supply interrupted in my area ca no 101560154,1
this is baseless and false findingall required documents including noc were properly sent kindly check it again 2 in 6 months you people only found only such a small thing and thats proved wrong so it is clear to a new connection one has to wait 2yrs,0
dear bses plz provide bill copy of current month ca no 101494091,1
151746571 is my ca no and in my home there is no electricitykindly do repair as soon as possible and there are no electricity in my house and street,1
when ur team is going to take action and remove these dangerous wires are we nonhumans or animals loving in this place street 17 joshi road karol bagh same situation in all the streets take action and aviod anybfuture incidents take action immediately,1
hello it is very shameful discusting for bses that after sending a complete new electricity connection form after 6 month i have been told that my form was incomplete if i give money that will be complete pls help,1
meter was not burnt there was little sparking only,0
please check and update the same new meter apply karna hai koi help hogi kya,1
pls visit the place see ur self dont ask me to share my personal detail here,1
your executive called me to visit the office physically and now i have been asked to submit physical documents to process the application physically the so called online systems at bses dont seem to work still living by the sarkari culture,1
008006543425 008006543421 will you please help me to generate the demand draft now for these req numbers as you havent helped me till now my division office is gokulpuri karawal nagar and the area manager is rushda khan,1
address mismatch which feedback you are getting due to engineer have personal interests to save one bses staff person and other things already matter attached at same address but different floor if we give bribe to all you address and other things will be ok,1
